impact_name,item,Baseline,scen1,scen2_1,scen2_2,scen2_3,scen2_4,scen3_1,scen3_2,scen4,scen5_1,scen5_2,scen6_1,scen6_2
"Climate
[ t CO2eq (100yr) ]",beverage,340.42518970488317,5.845938304861199,365.0393438061862,315.9357091415588,145.0768159209425,125.15705849179449,35.673256281855195,9.1585077889752,337.11262022076914,340.42518970488317,209.81935557425285,336.998638416152,330.179920228486
"Climate
[ t CO2eq (100yr) ]",container,159.48158509379758,16.050579337092998,169.6142918123127,161.4604417535685,178.32187115704343,67.05891763417746,182.652783484916,34.553127164955995,140.97903726593458,181.12247909899423,99.66263001792761,159.4815816895065,155.6586958803447
"Plastic Pollution
[ kg plastic ]",container,422.22302581212676,2.352119225,755.8034507120003,521.3639271769301,942.2158683972787,252.6215203472786,1034.932459,117.028676,307.54646903712677,59.073166058601714,51.47235606010287,422.2230130357149,439.64953095201724
"Water Use
[ M Liter (Blue) ]",beverage,123.06728131954743,1.8816953799999998,125.35884881841439,95.12016218087439,42.957616317589725,42.89636023285953,1.9734186212981,1.8918820018861002,123.05709469766133,123.06728131954743,73.11613857068025,119.55239294716485,116.37128088605752
"Water Use
[ M Liter (Blue) ]",container,3.131143039352349,0.18882813138299998,4.308002658538441,3.5696818392085308,4.932343330199691,1.557069600035691,5.242873752525,0.7501215506850001,2.569849620050349,2.600471304759965,1.3164747656896958,3.1311429520591942,3.1692005016437306
